Gene1,Gene2,Score
ASCL2,GPR171,0.0311921974245105
BBX,RP11-29H23.4,0.0311881578157427
ID3,HLA-DPA1,0.0311858629541499
LEF1,CTD-2165H16.4,0.0311855589181316
HIVEP3,PSPH,0.0311795842460377
ZSCAN29,RP11-379K17.4,0.0311765977490665
ZNF277,LRP12,0.0311704840259788
PLEK,RBP7,0.0311672688154171
ID2,TIMP2,0.0311627001581383
AHCTF1,PF4,0.031156555862438
CEBPD,RP11-428G5.5,0.03114599121892
FOSB,IL15,0.0311306116950013
THAP6,RP11-138I1.2,0.0311292175194072
MTA1,FUT7,0.0311247507802829
LYAR,HENMT1,0.0311241919698893
ZNF683,PKNOX1,0.0311078300133257
MLXIP,APMAP,0.0311032544325456
PKNOX1,ZC3H12A,0.031098903596754
ZNF683,KIT,0.0310985281215232
PPARG,VPRBP,0.0310871648584444
ZNF576,RP11-141C7.4,0.0310870441034234
RUNX3,RP5-850O15.4,0.031077073395066
CASZ1,ARL6,0.0310679140769927
NR4A1,PLEKHF1,0.0310602785438422
BBX,FUT7,0.0310563793121642
LYAR,IRAK3,0.0310556060776953
ID3,PTPDC1,0.0310535410036566
RORB,PRKAR2A,0.0310491124337201
FOXK1,DNTT,0.0310478578329595
MYSM1,TIA1,0.0310477978045607
ZNF142,NRGN,0.0310303301791075
DNAJC1,ST8SIA1,0.0310298160279906
YEATS4,PARS2,0.0310095014245442
MIXL1,ACTB,0.0310043653740648
ARID5B,LIAS,0.0309943241969446
MAFG,IFNGR1,0.0309866233574614
LEF1,ADAM15,0.030983605720187
MAFG,WNK2,0.0309809361548188
ZBTB34,DUSP12,0.0309757516629566
ZNF155,AP000442.1,0.0309736359145053
IRF6,RP11-802O23.3,0.0309715182427258
ZBTB38,POLQ,0.0309702938920775
YEATS4,LIPC,0.030969354711586
TCF12,LINC00989,0.03096738016783
PKNOX1,PRSS36,0.030966474572453
ZBTB38,USP6,0.0309587598972683
CASZ1,GPD2,0.0309437818112879
FOSB,TIGD4,0.0309289460552703
BBX,CCL4,0.0309282151640554
ZFHX2,AP001059.5,0.0309260192468398
AHCTF1,CLEC4A,0.0309158747082361
ZNF277,RP11-216B9.6,0.0309155146811285
ASCL2,PLK4,0.0309155075818263
ZNF618,VLDLR,0.0309099858068781
ARID5B,ALDH4A1,0.0309020774906356
ARID5B,BRD2,0.0308903224332148
BBX,LRRC3DN,0.0308860184229676
ZNF277,RP11-449P15.2,0.0308854073208194
ZSCAN31,BAZ2A,0.0308838478308297
ASCL2,PKNOX1,0.0308807924655794
ARID5B,DIRC3,0.0308806787438667
ZNF320,BAIAP2-AS1,0.0308791571808914
SNAI3,DNMT3B,0.0308709850827516
NR4A1,OCRL,0.0308696956531234
BATF,STK24-AS1,0.0308680106393514
CEBPD,NPPC,0.0308639620161829
SNAI3,ERGIC2,0.030858363615911
MLXIP,NAP1L3,0.0308462109117381
PURA,BRCC3,0.0308332128010394
ZBTB38,CLEC7A,0.0308315274173335
BAZ2A,OXTR,0.0308294498486115
MLXIP,Z83851.3,0.0308255114260923
HMGB3,FSD1L,0.0308228773726569
FOSB,LINC00936,0.0308186223514704
ASCL2,RGL3,0.0308181893902816
BBX,RP11-421M1.8,0.0308174117349812
MYBL1,BRD2,0.0308171124134532
ZNF320,PALLD,0.0308147871964337
RUNX3,CTD-2006H14.2,0.0308090027961212
ZNF576,PLCL2,0.0307999222421847
KLF6,TLK1,0.0307919964776633
BBX,CTA-384D8.33,0.0307911801743284
ID2,PINLYP,0.0307910446558466
BBX,TGFBI,0.0307897144580099
CEBPD,RP11-672L10.6,0.0307894515279351
ZNF277,GALNT6,0.0307891928242323
BATF,KNOP1,0.0307787201026514
ZNF320,RP11-141C7.4,0.0307748831329733
ZNF143,VSIG4,0.0307729672157143
ZSCAN31,AC110771.1,0.0307635785713766
FOXK1,CD8B,0.0307614204994664
TCF12,RP11-315O6.1,0.0307519711019758
MYSM1,RP11-351A11.1,0.0307507453551227
ARNT,ACTB,0.03074899901472
HOPX,RP1-257A7.4,0.0307443477168443
THAP6,PHLDA3,0.0307425647839868
FOXN2,NAP1L3,0.0307383904063788
MYSM1,RP11-138I1.2,0.0307346623751484
ZNF684,ACTB,0.0307345994039207
ZBTB38,LA16c-313D11.9,0.030733617840876
PKNOX1,SCUBE1,0.0307285496344744
ARID2,IL15,0.0307284194779225
CEBPD,PQLC3,0.030726525590709
ARNT,RP11-15B17.1,0.0307244347371986
ARID5B,METTL4,0.0307196420001192
IRF6,CAV1,0.0307036743325445
PKNOX1,RP11-326F20.5,0.0307035866662019
KLF6,FAM110B,0.0307035296813297
ZBTB38,ZDHHC24,0.030696954567006
SATB2,ACTG1,0.0306928069414589
CASZ1,CTA-384D8.35,0.0306924364249185
BATF,LAYN,0.0306896225225132
ASCL2,C1orf21,0.0306868242540377
ZBTB38,PCF11,0.0306792354336314
PLEK,IRAK3,0.0306739387755039
TBX1,HOPX,0.0306731135554343
HOPX,UCN,0.0306612572904824
MYBL1,TOR1A,0.0306490428604656
THAP6,C11orf45,0.0306459351462105
PPARG,PTPRS,0.0306410556165102
AHCTF1,EXOG,0.0306390796405094
ZNF683,RP11-256L11.3,0.0306332160867345
ZFHX2,AC010226.4,0.0306224027907272
DACH1,SOCS4,0.0306209514085775
ATF6,EBLN2,0.0306181914318345
MYBL1,RP11-15B17.1,0.0306142800218886
PPARG,RP11-571L19.8,0.0306049975241651
WDHD1,STXBP5,0.0306023657377262
ZNF683,Y_RNA-1,0.0305928817600691
ZNF562,NEURL2,0.0305904771968308
CEBPD,GRAMD1B,0.0305887147111504
DNAJC1,CLMN,0.0305867326450607
LYAR,TBX6,0.0305865093323572
CENPA,FAM181B,0.0305828058628551
FOXN2,HLA-DRA,0.0305827205558191
ZNF547,RP11-567J20.3,0.0305826236296267
DNAJC1,RP11-676J15.1,0.0305789797954808
CASZ1,AC090186.1,0.0305649027023446
HOPX,LPIN2,0.0305586456185036
LYAR,SCUBE1,0.030546717765682
WDHD1,PCAT1,0.0305465595951179
ZFHX3,CTD-3093M3.1,0.0305439349233974
ZSCAN31,CTA-384D8.33,0.0305409391293064
MYSM1,LAIR2,0.0305353369404905
LYAR,RP11-762I7.5,0.0305350968543571
ASCL2,KIF1B,0.0305334660143936
MTA1,RP11-196G18.24,0.0305287891247509
TP63,LAMC3,0.0305262752996086
BATF,ASGR2,0.0305221399069573
MYSM1,AP001059.5,0.0305216877997111
BATF,SIGLEC12,0.0305183512892293
BBX,Y_RNA-1,0.0305016048194965
ATF6,NCAPH,0.0304981916189637
AHCTF1,MICALL1,0.0304893635449017
ZNF491,MROH1,0.0304885930224804
MAFG,NFKBIA,0.0304848186451842
ZNF710,HLA-DPB1,0.0304763588779695
LEF1,FSD1L,0.0304752464697859
ZNF562,PEBP4,0.0304751504991731
MLXIP,DIRC3,0.03047468647514
BATF,TREX1,0.030468389252425
ID3,RP5-894A10.2,0.0304662291367874
PURA,ST8SIA1,0.0304529315642402
ARID5B,RP11-803D5.4,0.0304481144212476
RUNX3,S100A9,0.0304349616082656
ID3,LAIR2,0.0304317842375813
ID3,RP11-379K17.4,0.0304292460916193
MYBL1,CDC6,0.0304181016827102
THAP6,ARHGAP10,0.0304071794773205
MTA1,GOLM1,0.0303943056204565
ZNF683,MPST,0.0303927196785674
GABPA,DECR2,0.0303884538587784
KLF6,LCP2,0.0303831728159046
MTA1,C1orf21,0.0303763468265153
ZBTB34,RP11-1E4.1,0.0303720823167751
YEATS4,NKG7,0.0303705700535275
ZSCAN29,RP11-423C15.3,0.0303699917106292
MLXIP,CXCR3,0.0303628657678184
NR4A1,RP5-850O15.4,0.0303595527266126
MYSM1,KBTBD6,0.0303582277246623
ZNF547,BAZ2A,0.0303531805336663
ARID5B,RP11-320M2.1,0.0303524790723687
FOSB,CCDC110,0.0303511995913599
ZSCAN2,AC016907.3,0.0303490102936876
SNAI3,KLRB1,0.0303484053584536
ZNF320,AD000671.6,0.0303422308565243
ZNF143,RP11-676J15.1,0.0303328052987968
RORB,MATK,0.0303317190012237
ZBTB38,LPIN2,0.0303309021809974
DNAJC1,C11orf45,0.030329357197782
ID3,ARHGEF28,0.0303261826462353
DNAJC1,ALS2CR12,0.0303082370945517
BATF,ALOX12B,0.030305695366403
NR4A1,RP4-635E18.7,0.0303044437278276
TCF12,PLD1,0.0302996488384309
ZNF142,TREX1,0.030297655492409
BBX,KIF21B,0.0302879073189882
NR4A1,ATP6V1D,0.0302870913065636
ZNF683,ZNF470,0.0302758335435614
ZNF562,DCTN1-AS1,0.0302735859280537
ZBTB34,LIPC,0.0302697335124688
ARID2,PLEK,0.0302671580093984
ZBTB38,RP4-677H15.4,0.0302603520735197
ZFHX3,MLLT4,0.0302586123672275
BAZ2A,NDUFA4L2,0.0302410285488643
ZNF41,ACTG1,0.0302398241330308
ZNF264,C11orf45,0.0302318644141845
ARID5B,CTB-118N6.3,0.0302276871756132
ZNF80,CCDC81,0.0302271868354539
KLF6,KNOP1,0.0302252594445243
ZFHX3,ZMYND10,0.0302219750272809
MYBL1,CTBP2,0.030210766665089
ZNF684,AKAP13,0.0301826170480485
ID3,PLD1,0.0301797958459575
SIM1,RP11-188D8.1,0.0301785891061082
FOSB,ZNF330,0.0301724898720936
ARID5B,PODXL,0.0301670433113638
YEATS4,RPGR,0.0301634168598655
CASZ1,PTGDR,0.0301624442573201
ASCL2,RP11-631N16.2,0.0301598946209364
SIM1,MRPL9,0.0301575519381798
ZBTB38,GATM,0.0301481832104355
BATF,AP000487.5,0.0301291715293383
MYBL1,RP1-28H20.3,0.0301270917073947
ZNF710,C1orf234,0.0301155504645337
ZNF683,QTRTD1,0.0301018056136577
ZNF277,KIF1B,0.0300989780444103
ID3,AC107218.3,0.0300897167066602
CEBPD,GNLY,0.0300814601611525
ARID5B,METTL25,0.030076964045328
RUNX3,AC025335.1,0.0300766920527561
AHCTF1,CTD-2015H6.3,0.0300687356953607
ARID2,PLA2G16,0.0300648299940296
ZSCAN29,KCTD15,0.0300628937135037
SIM1,MTTP,0.0300617583528199
ID3,SIGLEC12,0.0300608619529903
ZBTB38,POLB,0.0300538778514161
FOSB,CD300LF,0.0300533852674385
BBX,CDC42BPG,0.0300487174097985
PKNOX1,HIST1H1D,0.0300457701292466
RUNX3,PTPRS,0.0300455768873556
ZNF277,SUPT4H1,0.0300443133891912
ZNF683,ADAM15,0.0300409635207155
ZNF491,CRISPLD2,0.0300329463803818
ZNF683,RGL3,0.0300185575427729
ZNF277,CTD-3194G12.2,0.0300099808523206
ZFHX2,CXCR3,0.0300086633342287
ZNF710,MICAL2,0.0300058580955058
ZNF660,MYO1F,0.0300036531170902
RUNX3,AC009312.1,0.0299959903727728
ZNF233,HBEGF,0.0299930603013575
ZNF142,CCSER2,0.0299899545110444
MAFB,S1PR5,0.0299713455518384
ZNF491,BAALC,0.0299702308931917
THAP6,CTD-2090I13.1,0.0299638504245756
DNAJC1,CEP63,0.0299634164654698
LEF1,CNOT6L,0.0299492173370861
MYBL1,GPM6B,0.0299468444489712
PLEK,AC010226.4,0.029945762370229
YEATS4,RP11-394O4.3,0.0299398816464293
DNAJC1,ARNT,0.0299259237610003
ZNF576,TCF12,0.0299081922004757
LEF1,GRK4,0.0299069783726634
JUN,KHNYN,0.0299057601878105
ZBTB38,LCP2,0.0299010581969856
ZNF320,FAM135A,0.0298956201892437
GABPA,CRIP2,0.0298902470703803
ID3,PCAT1,0.0298878461470795
PKNOX1,EFNB2,0.0298835755056533
ZBTB34,NR4A1,0.0298787773503071
CEBPD,STRN,0.029878393008654
PPARG,RP11-477D19.2,0.0298734495746428
HIVEP3,APOBEC3G,0.029872575727998
KLF6,YKT6,0.0298666861844351
DACH1,FZD2,0.0298641938710559
ZNF233,AC090186.1,0.0298627954661924
ZSCAN29,IFNGR1,0.0298583769702562
ZNF142,SAT1,0.0298525916626206
ZFHX2,DNMT3B,0.0298516711740729
SNAI3,KLRG1,0.0298464660702118
ZNF277,CCDC82,0.029832867878427
ZNF491,AC012358.8,0.0298257843368273
BATF,RP11-392P7.6,0.0298186459497748
CASZ1,RP11-58E21.4,0.0298166145797392
ZFHX3,RP11-7F18.2,0.02981219698105
ZNF562,CASC15,0.0298009184998901
ID3,HS2ST1,0.0297986965619762
IRF6,LILRA2,0.0297986168140273
ID3,RP11-676J15.1,0.0297935398763781
ARID5B,ZNF234,0.0297898574214278
ID3,LRP12,0.0297841930708725
MYSM1,PLAUR,0.0297803600711824
BBX,CTBP2,0.0297776882764129
ASCL2,LINC00441,0.029774914313451
ZNF320,ARL6,0.0297722542496107
TCF12,LMBR1L,0.0297721040498967
ZNF143,RP11-567J20.3,0.0297709947325024
MYSM1,WDR77,0.0297504852883953
ATF6,DRD3,0.0297379400005786
PPARG,RP11-326F20.5,0.0297340640111627
ZNF142,RP11-320M2.1,0.0297338838134554
DNAJC1,FCRL6,0.029722164457674
RORB,JAG1,0.0297186741152531
TCF12,RP11-460I13.2,0.0297156168636673
AHCTF1,RP11-122G18.5,0.0297119523245264
ZFHX3,RP11-574K11.29,0.029705374655534
YEATS4,HBEGF,0.029700506335835
SNAI3,RP4-794H19.4,0.0296948224997699
BATF,TP53RK,0.0296944051286047
JUNB,TRIM38,0.0296935773329325
ZNF320,AC195454.1,0.0296814224157826
ASCL2,LARP4,0.0296748850359026
MYBL1,RP11-379K17.4,0.0296740764424182
PKNOX1,SF3B14,0.0296702170427343
DNAJC1,FOLR2,0.0296693693540794
HOPX,DNMT3B,0.0296651565483321
ARID5B,LDHD,0.0296594386982998
ZSCAN29,TBCEL,0.0296584431699014
ATF6,AKAP13,0.0296582976454115
POU5F2,ARL6IP6,0.0296579748894595
ZNF143,RGS1,0.029656923911014
MYSM1,PPM1L,0.0296564742902424
ID3,PAPL,0.0296556072556627
RORB,JUN,0.0296521105385196
ZNF41,TTC26,0.0296456411466881
BATF,MESDC2,0.0296445635706828
ZNF143,AC009312.1,0.0296428360866963
FOXN2,NRIP3,0.0296329629549493
ZNF143,AC016907.3,0.0296195270477001
MYSM1,C1orf222,0.0296181805440512
ID3,C4orf21,0.0296137864369949
MTA1,AC025335.1,0.0296137639515104
ZNF683,MIR155HG,0.0296065700714139
ZNF491,RP11-727A23.11,0.0296034114513471
FOS,ZNF311,0.0295965038776473
JUN,FXYD6,0.0295933794591318
RUNX3,CDC6,0.0295927277128601
MAFB,ZNF80,0.029589902105528
PLEK,EXOC6B,0.0295872135588978
MLXIP,CTD-2165H16.4,0.0295864164579853
GABPA,GZMA,0.029576413849135
PPARG,RP11-141C7.4,0.0295726826773614
YEATS4,IGJ,0.0295700878008903
CENPA,JUNB,0.0295698565657499
MYSM1,EFCAB7,0.0295693663543003
TBX1,PKN3,0.0295649544244222
KLF6,IL10,0.0295643508387498
ID3,RP11-13N13.2,0.0295610624854404
FOSB,LAYN,0.0295604089471393
ARID5B,AC005253.2,0.0295596292002716
ZNF684,TYROBP,0.0295583654046746
ZNF277,CALCRL,0.0295560124819883
DNAJC1,QTRTD1,0.0295520892830623
PLEK,METTL4,0.0295444329459822
SIM1,HERC3,0.0295386810494321
MIXL1,TBCEL,0.0295367029580525
NR4A1,FBXO30,0.029533764847608
ARID5B,LINC00610,0.0295325832988192
SNAI3,RPGR,0.0295245224344692
PPARG,ORC5,0.0295074704970871
PLEK,UFSP1,0.0295062492820455
MYSM1,METTL25,0.0294998849640963
HOPX,PAFAH1B2,0.0294941181752278
BATF,TCL1A,0.0294935259326161
BBX,CLEC7A,0.0294925618925484
BAZ2A,NADK2,0.0294826343840834
RORB,RP11-394O4.3,0.0294787139205446
ZNF683,LAMA2,0.0294725709354016
WDHD1,FUT7,0.0294722658236797
MYBL1,TCAIM,0.0294538174433673
CEBPD,YKT6,0.0294459292119107
ZNF576,RP1-257A7.4,0.0294374849174294
HIVEP3,RP11-351A11.1,0.0294322800840766
ZNF143,EFNB2,0.0294253657479405
ZNF233,FAM20C,0.029423780673402
MLXIP,STS,0.0294228342396208
LEF1,PIGU,0.0294192165720382
DNAJC1,DHX36,0.0294090571256664
ASCL2,GOLM1,0.029404848961932
HIVEP3,ADAM15,0.029399733224262
JUN,EPAS1,0.0293959565742486
PLEK,TLDC1,0.0293821972923074
ZNF143,JAG1,0.0293713464990827
YEATS4,DHX36,0.0293706239899021
PKNOX1,LY86-AS1,0.029369118585195
BATF,AHCTF1,0.0293643598849813
ASCL2,MESDC1,0.0293625729580086
ZNF277,EXOG,0.0293474208517511
ARID5B,XCL1,0.0293470973430867
ZNF576,TTC39C,0.0293467669683812
BATF,AVPI1,0.0293387002958361
MTA1,QTRTD1,0.0293324895967056
TCF12,KCNK5,0.0293290034456429
FOXN2,MLXIP,0.0293095646579707
ZSCAN29,CD47,0.0293036714852007
THAP6,NEURL2,0.0292896712345307
ZNF142,NUP153,0.0292893556179868
ZBTB34,CTD-2574D22.2,0.0292808916893809
SOX13,AC007163.6,0.0292736121369254
BAZ2A,UCN,0.0292660044655283
ZNF576,RP11-460I13.2,0.0292557536583377
HIVEP3,TYROBP,0.0292547991441278
ZNF547,LDHD,0.0292490364272806
ZNF277,CLEC4A,0.0292489207475161
MTA1,MRPS26,0.0292472577464829
AHCTF1,RP11-488L18.8,0.0292253497365178
FOSB,RPGR,0.0292174719783197
DACH1,PLAUR,0.0292166370824015
BATF,RING1,0.0292142557673221
BAZ2A,RP11-768F21.1,0.0292027200635895
HOPX,MAFG,0.0292009916229934
YEATS4,RBM14-RBM4,0.029199375309315
PURA,QTRTD1,0.0291989334588789
ID3,RFWD3,0.029193639967288
SNAI3,AC016907.3,0.02918130533856
SNAI3,GPR125,0.0291782390890234
MLXIP,RPLP1,0.0291722007941031
HMGB3,TRIP13,0.0291610421892747
CENPA,RP11-357H14.17,0.0291605788699586
MLXIP,GALNT7,0.0291395312006689
SNAI3,AP001372.2,0.0291346011092147
BATF,FAM110B,0.0291342741915046
FOSB,EFCAB7,0.0291325754149952
THAP6,ZNF142,0.0291274958391643
ZNF143,ARRDC5,0.0291226126049355
ZNF660,FLNA,0.0291092294697428
ID2,RP11-631N16.2,0.0291000638459779
KLF6,KIT,0.0290976974559575
ID2,LRRC3DN,0.0290941446766417
ATF6,AC004067.5,0.0290885603190485
MLXIP,CDKL5,0.029073223282153
HIVEP3,RP11-216B9.6,0.0290730495795212
YEATS4,MYBL1,0.0290644138835491
ASCL2,CTD-2015H6.3,0.0290590564690281
ZSCAN2,CTB-118N6.3,0.0290517812078922
ZFHX3,HIST1H1A,0.0290395825030372
FOSB,CXCR3,0.0290394391974155
DNAJC1,RP11-392P7.6,0.0290333564357323
MYSM1,KLRG1,0.0290279983712805
MYBL1,LYAR,0.0290218834508414
DACH1,AOAH,0.02901226205917
RUNX3,DUSP2,0.0290085326806114
CEBPD,CENPM,0.0290076386690143
SOX13,ATP6V1D,0.0290063818446093
GABPA,ID3,0.0290050535072488
BAZ2A,LL09NC01-251B2.3,0.0290046447185633
ZNF264,DENND4C,0.0289870875890653
TP63,LIPC,0.0289835840462112
HIVEP3,RP3-522J7.6,0.0289771376997214
BBX,LATS2,0.0289748992656279
ZNF618,RP11-351A11.1,0.0289617469048825
BAZ2A,HDHD2,0.0289583787685634
FOXN2,RP5-1028K7.2,0.0289490909807848
PPARG,LYG1,0.0289489680889747
ZNF143,PLK4,0.0289480857680716
YEATS4,EMC8,0.0289464093915701
MYBL1,B4GALT2,0.0289407855788331
ZNF143,C19orf44,0.0289378351939874
ZNF683,PLAUR,0.0289375652357542
LEF1,RING1,0.0289275884405043
CASZ1,CD8A,0.0289227177999112
HOPX,CASC15,0.0289210729198306
SIM1,CTD-3194G12.2,0.0289144056701808
ID2,FOLR2,0.0289123115177209
CEBPD,RP11-795F19.5,0.0289083591750207
MTA1,FSD1L,0.0289066903495435
HIVEP3,C1orf35,0.0289012305755742
JUN,RP11-13N13.2,0.0288999318240849
FOXN2,DTX3L,0.0288975553064025
MIXL1,RP1-197B17.3,0.0288963338319059
RUNX3,LATS2,0.0288887476803583
MYBL1,ARL6,0.0288856425967341
YEATS4,DTX3L,0.0288734771313824
ARNT,RP1-43E13.2,0.0288695164117173
ZFHX3,STARD8,0.0288665050645069
ID3,AE000662.92,0.0288584714074937
KLF6,LRRC3DN,0.0288532138805447
PPARG,RP11-65L3.2,0.0288517875420529
FOXN2,C6orf120,0.0288450822436468
ZNF320,RP11-275I4.1,0.028844591198671
WDHD1,VPS26B,0.0288393794812949
BBX,OOEP,0.0288377535357775
RUNX3,LINC00657,0.0288335347427188
FOS,AC110771.1,0.0288321916284056
ARID5B,AD000671.6,0.0288273492196286
MYBL1,RP11-460I13.2,0.0288212339397467
ZNF683,MYSM1,0.0288153352358258
ZNF80,RP4-677H15.4,0.0288137187814789
KLF6,DUSP18,0.0288077499333726
TCF12,AC073641.2,0.0288066933388446
ZNF683,AC009784.3,0.0288042433173087
ZNF143,DYNLT1,0.0288006281338298
MTA1,LILRA2,0.0287987048069497
ZNF142,ZNF683,0.0287978237060596
ARNT,ELMO2,0.0287967500593028
MYSM1,RSBN1L,0.0287908194066763
ZNF277,AC016907.3,0.0287899963529958
ZFHX3,JAK2,0.0287885279159658
ASCL2,MXRA7,0.0287820029505615
DNAJC1,ZCCHC18,0.0287783660081355
AHCTF1,PKNOX1,0.0287702526802328
ZNF320,RP11-351A11.1,0.028769926854205
PURA,AURKC,0.0287563559592283
ZFHX3,RP11-511B23.1,0.0287553043178929
SIM1,AC010226.4,0.0287502890684131
RUNX3,CTA-384D8.33,0.0287500041616574
THAP6,GTF3C1,0.0287471083079232
ZNF773,DDX54,0.0287421023996134
ZNF143,FGFBP2,0.028741238778832
ZBTB38,RP11-676J15.1,0.0287404406563434
ARID5B,FRY-AS1,0.0287327107439918
PPARG,ACTB,0.0287311050749872
ZNF547,RP11-275I4.1,0.0287222046632523
BBX,RP11-400L8.2,0.0287175179523638
HIVEP3,VEZT,0.0287163258757067
E2F5,RP4-593H12.1,0.0287125343794247
ZNF264,RP5-1142A6.2,0.028707995498355
BATF,CNOT6L,0.028704866516592
ARID5B,RP11-203M5.8,0.0287043776374536
ATF6,CDC42BPG,0.0286983988301152
ZNF277,BAALC,0.0286901640174188
FOXK1,RP11-15B17.1,0.0286813397490103
MAFG,TPCN1,0.0286770771372686
LEF1,RP11-814H16.2,0.0286700052049583
SNAI3,SLC2A7,0.0286663856086619
ASCL2,DUSP18,0.0286628761892549
PKNOX1,TMEM155,0.0286550587152324
NR4A1,FARP1,0.0286496999313721
ATF6,RPL34,0.0286493436238239
ZNF683,LINC00989,0.0286444019352359
RUNX3,ALOX12B,0.0286423954996256
ARID2,C5orf51,0.0286376980255316
ARID5B,CD47,0.0286362771598084
RUNX3,PMAIP1,0.0286301164078526
ARNT,PTPDC1,0.0286261605673497
ARID5B,MAP1A,0.0286253445280087
ZNF311,RP11-554E23.4,0.0286197675454175
ZNF710,ARRDC5,0.028615282118461
BBX,AC016757.3,0.0286135759982388
HIVEP3,RP11-426A6.5,0.0286027699044561
BBX,BAIAP2-AS1,0.0285928742810354
BAZ2A,AC002306.1,0.0285830747809512
BBX,RP11-511B23.2,0.0285822757078958
ZNF737,VPRBP,0.0285808152836439
BBX,CCSER1,0.0285702976587173
ZNF547,RP11-358L4.1,0.0285620598780365
CENPA,RWDD2B,0.0285610108557075
PLEK,TAC3,0.0285581408931381
BBX,C12orf75,0.0285580252219646
FOSB,CTD-3093M3.1,0.0285579405580342
SNAI3,B3GALNT2,0.028553589849988
ZNF143,AD000671.6,0.0285468619487865
TCF12,CD300A,0.0285449481495784
ZNF683,DDX11-AS1,0.0285415527269139
CEBPD,RP11-841O20.2,0.0285391015764368
FOXN2,LUC7L3,0.0285285967895883
LYAR,CHD6,0.0285180894541894
ARID5B,PLAUR,0.0285170548904461
BATF,MC1R,0.0285129794959904
ZNF491,TMSB4X,0.0285087134668246
MLXIP,CTC-329D1.2,0.0285029253803733
ASCL2,FAM20C,0.0285013838619486
BATF,RP5-1142A6.2,0.0284982486951108
RUNX3,C1orf234,0.0284940818741143
FOSB,IGF2BP3,0.0284917132281356
ZSCAN2,MLLT4,0.0284903932962623
ZNF320,IFI27,0.0284887293510603
BAZ2A,RP11-203M5.8,0.0284864718414712
ZBTB38,UFSP1,0.0284701918237219
BAZ2A,GPD2,0.0284644723960123
RUNX3,RP11-326F20.5,0.0284639788576411
JUNB,LPIN2,0.0284638973131003
ZNF576,RP11-392P7.6,0.0284612550764689
ZNF683,IRAK3,0.0284600011482312
ZBTB38,GPD2,0.0284590990197918
MYSM1,DDIT4,0.0284560237173483
ZNF142,C19orf40,0.02844973874566
LYAR,ZNF491,0.0284496071745282
MYBL1,ANKRD50,0.0284478348773851
DNAJC1,ZNF773,0.0284473248197282
E2F5,PINLYP,0.0284470774308535
AHCTF1,AC093609.1,0.0284146470002158
ASCL2,FBXO30,0.0284049668408625
CEBPD,FAM110B,0.0284012734901362
FOXN2,AP001372.2,0.0283954542904799
ARID5B,DLG3,0.0283928685179041
ZFHX3,ACTB,0.0283915550779039
MIXL1,KLRG1,0.0283910218119894
ZNF491,PRR4,0.0283870597878427
MYBL1,RP11-872J21.3,0.0283837888219029
ZNF710,TPP1,0.0283803658993585
FOSB,CTD-3194G12.2,0.0283790577983005
MYBL1,AC097721.2,0.0283681226753362
BATF,TLDC1,0.0283589100757801
BATF,PPP2R5C,0.0283562277751041
ZNF562,YEATS4,0.0283527684629001
FOSB,FXYD6,0.0283504079213534
CEBPD,STARD5,0.0283429933955076
KLF6,SOX13,0.0283386470766277
CASZ1,GPR157,0.0283375723375402
PPARG,CRISPLD2,0.0283324289601697
BATF,TPCN1,0.0283298753358125
ID3,IL10,0.0283215534679012
RUNX3,RP5-1024G6.5,0.0283111101611604
FOXK1,JUNB,0.0283099362902594
RUNX3,MC1R,0.0283099302299489
ZNF277,TGFBI,0.0282899633410425
TCF12,CTC-329D1.2,0.0282834357909552
AHCTF1,LINC00441,0.0282803169049773
GABPA,HS2ST1,0.0282781018918787
SNAI3,PTPDC1,0.0282776266660953
SNAI3,AC107218.3,0.0282765231374503
PURA,CTD-3194G12.2,0.028269403777931
ZNF311,BRD2,0.0282689921537438
SNAI3,QSER1,0.0282675752870254
PLEK,CTBP2,0.0282639194278885
THAP6,SLC25A26,0.0282593248168844
ID3,RP11-203M5.8,0.0282576762086925
BATF,BOD1L1,0.0282517756538024
ZNF142,RP11-15B17.1,0.0282486502482436
ID3,RPGR,0.0282476043339496
PURA,DHRS4-AS1,0.0282423738159691
E2F5,CDC42EP3,0.0282414489001501
ZNF41,ALOX5,0.0282405911123863
BBX,MC1R,0.0282268113730117
TCF12,SCML2,0.0282257067259495
ZNF277,RP1-197B17.3,0.0282140734092155
ATF6,EFCAB7,0.0282119795206596
ZNF143,STS,0.0282114655621027
ZSCAN29,AC005082.12,0.0281990253707611
HOPX,AC073641.2,0.0281943976572515
HOPX,CTSA,0.0281924597596554
BBX,TMEM52,0.0281905852842097
ZNF501,GPR125,0.0281878389712312
BBX,ZNF805,0.0281850788632322
ZNF683,AC016757.3,0.0281818908755515
BAZ2A,PKN3,0.0281794478626404
ZSCAN29,RP11-460I13.2,0.0281747328607179
ZFHX3,RP11-316M1.3,0.0281741016093793
SNAI3,CD300LF,0.0281714000986707
ZFHX3,CD300LF,0.0281673201812145
ZNF320,AC110771.1,0.0281672849012847
KLF6,CCDC81,0.0281669105889088
BAZ2A,ELMO2,0.0281638360106322
THAP6,HBEGF,0.0281587219908653
CASZ1,CD300LF,0.0281526718552788
ZNF683,RP11-841O20.2,0.0281521922063625
MYBL1,CCDC110,0.028142414077635
YEATS4,RP11-379K17.4,0.0281322078296724
ZFHX3,DAPK1,0.0281208901884073
MYBL1,MAP10,0.028112905786046
YEATS4,VSIG4,0.0281089558846382
